LAMTOR5,,,,SNRPA,,,,,,,,SLC25A32,,,,MYL12A,
PSMD7,,,,ACD,,,,,,,,CYCS,,,,FOSB,
C14orf2,,,,MRPL13,,,,,,,,CTSB,,,,PGK1,
TKT,,,,GART,,,,,,,,SLC20A1,,,,PDIA3,
MPHOSPH9,,,,C17orf89,,,,,,,,MCTP2,,,,VCP,
PIN1,,,,PTTG1,,,,,,,,,,,,RPN2,
CYB5B,,,,TP53,,,,,,,,,,,,IER2,
MTHFD2,,,,PRPS2,,,,,,,,,,,,APOBEC3G,
PPT1,,,,TOMM5,,,,,,,,,,,,FAM177A1,
UBE2K,,,,TMEM261,,,,,,,,,,,,,
PDIA4,,,,MRPL39,,,,,,,,,,,,,
OSBPL3,,,,TDP1,,,,,,,,,,,,,
PSMB6,,,,COPS3,,,,,,,,,,,,,
PSMD9,,,,HNRNPAB,,,,,,,,,,,,,
NEDD8,,,,ASH2L,,,,,,,,,,,,,
DRAP1,,,,POLE3,,,,,,,,,,,,,
PHB,,,,ZDHHC12,,,,,,,,,,,,,
RHOC,,,,TRIM28,,,,,,,,,,,,,
PHB2,,,,COLGALT1,,,,,,,,,,,,,
MUS81,,,,MRPL48,,,,,,,,,,,,,
NDUFB10,,,,RCC2,,,,,,,,,,,,,
SEC61G,,,,PRPSAP1,,,,,,,,,,,,,
CSNK2B,,,,CKAP5,,,,,,,,,,,,,
RHBDD2,,,,DPP3,,,,,,,,,,,,,
DAXX,,,,TPGS2,,,,,,,,,,,,,
ARPP19,,,,MRPS18C,,,,,,,,,,,,,
GTF3C1,,,,CDC25B,,,,,,,,,,,,,
TXN,,,,CSE1L,,,,,,,,,,,,,
RFC1,,,,GSS,,,,,,,,,,,,,
APOBEC3G,,,,THOC7,,,,,,,,,,,,,
PSMD13,,,,SLC38A5,,,,,,,,,,,,,
C14orf166,,,,COA3,,,,,,,,,,,,,
F2R,,,,HDAC2,,,,,,,,,,,,,
PDCD10,,,,ANAPC11,,,,,,,,,,,,,
CCT3,,,,CBX5,,,,,,,,,,,,,
LBR,,,,MRPL51,,,,,,,,,,,,,
MPC2,,,,MRPS18A,,,,,,,,,,,,,
PARP9,,,,CHCHD5,,,,,,,,,,,,,
BOLA2B,,,,WDR54,,,,,,,,,,,,,
MT2A,,,,ADCY3,,,,,,,,,,,,,
TSTD1,,,,MGME1,,,,,,,,,,,,,
SAMD9L,,,,NUP62,,,,,,,,,,,,,
PSMB9,,,,SNRPF,,,,,,,,,,,,,
COX6B1,,,,RBBP7,,,,,,,,,,,,,
POMP,,,,HINT2,,,,,,,,,,,,,
TUBB,,,,ESD,,,,,,,,,,,,,
SZRD1,,,,C1QBP,,,,,,,,,,,,,
HMGN3,,,,IER3IP1,,,,,,,,,,,,,
PSMC4,,,,NDUFA2,,,,,,,,,,,,,
UBE2N,,,,MRPL18,,,,,,,,,,,,,
USMG5,,,,MYL6B,,,,,,,,,,,,,
GZMH,,,,CARHSP1,,,,,,,,,,,,,
PPM1M,,,,SLIRP,,,,,,,,,,,,,
CHMP4A,,,,DDT,,,,,,,,,,,,,
ATP5F1,,,,MRPL21,,,,,,,,,,,,,
ADRM1,,,,NUDCD2,,,,,,,,,,,,,
ATXN10,,,,DKC1,,,,,,,,,,,,,
CCT5,,,,MRPS16,,,,,,,,,,,,,
GRSF1,,,,FDPS,,,,,,,,,,,,,
ST8SIA4,,,,ROMO1,,,,,,,,,,,,,
NDUFV2,,,,RTN3,,,,,,,,,,,,,
MPV17,,,,NDUFS6,,,,,,,,,,,,,
MEAF6,,,,MAGOH,,,,,,,,,,,,,
AATF,,,,POLR2I,,,,,,,,,,,,,
PPA1,,,,AKR1A1,,,,,,,,,,,,,
AP2M1,,,,GTF3C5,,,,,,,,,,,,,
CKAP2,,,,OXCT1,,,,,,,,,,,,,
PSMA6,,,,POP5,,,,,,,,,,,,,
DENR,,,,SSNA1,,,,,,,,,,,,,
DCAF11,,,,FAM96A,,,,,,,,,,,,,
CAPZA2,,,,NXT1,,,,,,,,,,,,,
CNPY2,,,,PPIF,,,,,,,,,,,,,
RAB8A,,,,NELFE,,,,,,,,,,,,,
RER1,,,,EXOSC7,,,,,,,,,,,,,
DPF2,,,,SMC4,,,,,,,,,,,,,
SCAMP2,,,,MPC1,,,,,,,,,,,,,
C16orf13,,,,SDF2L1,,,,,,,,,,,,,
SRSF4,,,,RSRC1,,,,,,,,,,,,,
PSMB8,,,,UBAP2,,,,,,,,,,,,,
GPR174,,,,FANCA,,,,,,,,,,,,,
ATP5O,,,,NUTF2,,,,,,,,,,,,,
SCAMP3,,,,FTSJ1,,,,,,,,,,,,,
SPCS2,,,,ABCE1,,,,,,,,,,,,,
GPAA1,,,,C4orf27,,,,,,,,,,,,,
RBX1,,,,TREX1,,,,,,,,,,,,,
STT3A,,,,ACADM,,,,,,,,,,,,,
DCAF7,,,,ALG3,,,,,,,,,,,,,
TMBIM4,,,,TUBA1C,,,,,,,,,,,,,
PCMT1,,,,SUCLA2,,,,,,,,,,,,,
SNX1,,,,MYEOV2,,,,,,,,,,,,,
NAA10,,,,PHB,,,,,,,,,,,,,
TIMM17B,,,,UCHL3,,,,,,,,,,,,,
SDHAF2,,,,MRPS15,,,,,,,,,,,,,
COX7A2,,,,NUP160,,,,,,,,,,,,,
DERL2,,,,NSMCE1,,,,,,,,,,,,,
SUMO3,,,,MRPS24,,,,,,,,,,,,,
HSPA4,,,,BOLA2B,,,,,,,,,,,,,
RALY,,,,NDUFB6,,,,,,,,,,,,,
TCEB1,,,,GUSB,,,,,,,,,,,,,
UBE2A,,,,PHF5A,,,,,,,,,,,,,
GOLGA7,,,,TUBA1B,,,,,,,,,,,,,
AAMP,,,,SKA2,,,,,,,,,,,,,
PPP1CA,,,,RNASEH2C,,,,,,,,,,,,,
ATP6V1F,,,,VDAC3,,,,,,,,,,,,,
HLA-DRB1,,,,DNMT1,,,,,,,,,,,,,
CKLF,,,,PSMD14,,,,,,,,,,,,,
EMC7,,,,MRPS12,,,,,,,,,,,,,
RPA2,,,,TXNDC9,,,,,,,,,,,,,
DNAJC8,,,,COX7B,,,,,,,,,,,,,
PCED1B,,,,ACAT1,,,,,,,,,,,,,
RTFDC1,,,,RPL22L1,,,,,,,,,,,,,
VTI1B,,,,AP2S1,,,,,,,,,,,,,
COX6C,,,,RPA2,,,,,,,,,,,,,
CNOT8,,,,RHNO1,,,,,,,,,,,,,
DYNLRB1,,,,HMGA1,,,,,,,,,,,,,
RBCK1,,,,SEC61G,,,,,,,,,,,,,
PRDX6,,,,MTCH2,,,,,,,,,,,,,
CASP2,,,,XCL2,,,,,,,,,,,,,
SRP19,,,,MRPL53,,,,,,,,,,,,,
POLR2E,,,,SLC25A11,,,,,,,,,,,,,
COX6A1,,,,SRPRB,,,,,,,,,,,,,
MFF,,,,RAE1,,,,,,,,,,,,,
PTPN7,,,,DCLRE1C,,,,,,,,,,,,,
PFKP,,,,ELP5,,,,,,,,,,,,,
RAB1B,,,,NOLC1,,,,,,,,,,,,,
PRKAR1A,,,,RUVBL1,,,,,,,,,,,,,
SNRPG,,,,CYB5B,,,,,,,,,,,,,
MTG1,,,,MKI67IP,,,,,,,,,,,,,
STIP1,,,,ILK,,,,,,,,,,,,,
SMARCE1,,,,ERI1,,,,,,,,,,,,,
XRCC5,,,,ERH,,,,,,,,,,,,,
CCDC12,,,,ARL2,,,,,,,,,,,,,
CAPN1,,,,MEA1,,,,,,,,,,,,,
KLRD1,,,,DPM1,,,,,,,,,,,,,
HMGB2,,,,TMEM167A,,,,,,,,,,,,,
NUP50,,,,RNASEH2B,,,,,,,,,,,,,
MIS18BP1,,,,RPA1,,,,,,,,,,,,,
UQCRH,,,,HLA-DMB,,,,,,,,,,,,,
PSMF1,,,,NDUFB1,,,,,,,,,,,,,
HNRNPF,,,,STOML2,,,,,,,,,,,,,
PRELID1,,,,NUP88,,,,,,,,,,,,,
RRP7A,,,,SOD2,,,,,,,,,,,,,
GSTP1,,,,TIMM23,,,,,,,,,,,,,
PSMD11,,,,SUCLG1,,,,,,,,,,,,,
CLTC,,,,CCT2,,,,,,,,,,,,,
RBPJ,,,,MRPS36,,,,,,,,,,,,,
LY6E,,,,POLR2D,,,,,,,,,,,,,
SF3A3,,,,RECQL,,,,,,,,,,,,,
CBX3,,,,ITGB1BP1,,,,,,,,,,,,,
ENSA,,,,XCL1,,,,,,,,,,,,,
ILK,,,,TIMM50,,,,,,,,,,,,,
RNASEK-C17orf49,,,,COX17,,,,,,,,,,,,,
MRPS21,,,,NUP93,,,,,,,,,,,,,
NDUFB9,,,,EMC6,,,,,,,,,,,,,
C11orf31,,,,KIAA0020,,,,,,,,,,,,,
NOL7,,,,MRPL55,,,,,,,,,,,,,
SLBP,,,,MRPL42,,,,,,,,,,,,,
PARK7,,,,USP5,,,,,,,,,,,,,
ZNF706,,,,COX20,,,,,,,,,,,,,
IRF4,,,,TIMM17A,,,,,,,,,,,,,
CSK,,,,DCAF13,,,,,,,,,,,,,
HNRNPH2,,,,NDUFA8,,,,,,,,,,,,,
RAB10,,,,NASP,,,,,,,,,,,,,
PPP2R1A,,,,GSTO1,,,,,,,,,,,,,
PIH1D1,,,,GRHPR,,,,,,,,,,,,,
CACYBP,,,,ATP5SL,,,,,,,,,,,,,
CMTM6,,,,FBL,,,,,,,,,,,,,
UQCR10,,,,GOT2,,,,,,,,,,,,,
CNPY3,,,,SNRPD3,,,,,,,,,,,,,
PSMB1,,,,RRP7A,,,,,,,,,,,,,
LYST,,,,TXN,,,,,,,,,,,,,
DEK,,,,C12orf10,,,,,,,,,,,,,
PFKL,,,,LSM7,,,,,,,,,,,,,
PKM,,,,CYC1,,,,,,,,,,,,,
SUPT16H,,,,FUNDC2,,,,,,,,,,,,,
ACLY,,,,COX16,,,,,,,,,,,,,
HADHA,,,,FKBP2,,,,,,,,,,,,,
PSME2,,,,ATG3,,,,,,,,,,,,,
SNRPB2,,,,BANF1,,,,,,,,,,,,,
BTG3,,,,GTPBP4,,,,,,,,,,,,,
SASH3,,,,DDX1,,,,,,,,,,,,,
VPS29,,,,SMPD4,,,,,,,,,,,,,
SIVA1,,,,KPNA2,,,,,,,,,,,,,
CTSD,,,,MRPS35,,,,,,,,,,,,,
PSMA1,,,,PSMD3,,,,,,,,,,,,,
COX7A2L,,,,HSD17B10,,,,,,,,,,,,,
REEP5,,,,NOP56,,,,,,,,,,,,,
SF3B4,,,,PSMG3,,,,,,,,,,,,,
HOPX,,,,HSPB11,,,,,,,,,,,,,
TPI1,,,,EZH2,,,,,,,,,,,,,
CNDP2,,,,TMEM123,,,,,,,,,,,,,
SCP2,,,,OLA1,,,,,,,,,,,,,
TOMM6,,,,GTF3C6,,,,,,,,,,,,,
SNX14,,,,TOR3A,,,,,,,,,,,,,
OCIAD1,,,,MCTS1,,,,,,,,,,,,,
HNRNPR,,,,DDX39A,,,,,,,,,,,,,
IRF9,,,,SNRPC,,,,,,,,,,,,,
NDUFA11,,,,PPA1,,,,,,,,,,,,,
HNRNPD,,,,ANP32B,,,,,,,,,,,,,
TIA1,,,,COPS7B,,,,,,,,,,,,,
PRDM1,,,,MRPL36,,,,,,,,,,,,,
GPS1,,,,PMM1,,,,,,,,,,,,,
SEL1L3,,,,TKT,,,,,,,,,,,,,
TINF2,,,,CCDC124,,,,,,,,,,,,,
CCL4L2,,,,GLRX3,,,,,,,,,,,,,
SEC61B,,,,CALU,,,,,,,,,,,,,
C18orf32,,,,MRPL3,,,,,,,,,,,,,
NDUFB4,,,,DCUN1D5,,,,,,,,,,,,,
SRP9,,,,BAP1,,,,,,,,,,,,,
FIP1L1,,,,SNRNP40,,,,,,,,,,,,,
RBBP4,,,,SMC3,,,,,,,,,,,,,
NELFE,,,,TMEM11,,,,,,,,,,,,,
GIMAP4,,,,ATP5J,,,,,,,,,,,,,
U2AF1L4,,,,NDUFS3,,,,,,,,,,,,,
SNRNP27,,,,MRP63,,,,,,,,,,,,,
EIF2S2,,,,SNRPG,,,,,,,,,,,,,
SF3B3,,,,ENOSF1,,,,,,,,,,,,,
ACTR3,,,,CSRP1,,,,,,,,,,,,,
NCOA4,,,,SRPK1,,,,,,,,,,,,,
NDUFA1,,,,FARSA,,,,,,,,,,,,,
SPN,,,,NAA20,,,,,,,,,,,,,
DDOST,,,,CNOT10,,,,,,,,,,,,,
MYO1G,,,,NDUFB7,,,,,,,,,,,,,
OTUB1,,,,C16orf80,,,,,,,,,,,,,
ASCC2,,,,PRPF38A,,,,,,,,,,,,,
SNW1,,,,MRPS10,,,,,,,,,,,,,
NME1-NME2,,,,NUCB2,,,,,,,,,,,,,
RNPS1,,,,GTF2F2,,,,,,,,,,,,,
GARS,,,,FAM136A,,,,,,,,,,,,,
CHTOP,,,,RPP30,,,,,,,,,,,,,
C19orf10,,,,YBX1,,,,,,,,,,,,,
CCT7,,,,PFDN2,,,,,,,,,,,,,
NDUFA13,,,,MINOS1,,,,,,,,,,,,,
HBS1L,,,,MRPS14,,,,,,,,,,,,,
NUCB1,,,,NDUFB10,,,,,,,,,,,,,
POLR2J,,,,LAMTOR2,,,,,,,,,,,,,
VCP,,,,APEX1,,,,,,,,,,,,,
ISG15,,,,TMEM70,,,,,,,,,,,,,
TOR1AIP1,,,,PPA2,,,,,,,,,,,,,
SHKBP1,,,,NME1-NME2,,,,,,,,,,,,,
ILF2,,,,TMEM160,,,,,,,,,,,,,
MAPRE1,,,,CDKN1A,,,,,,,,,,,,,
ANP32B,,,,NDUFA7,,,,,,,,,,,,,
STAT2,,,,UTP18,,,,,,,,,,,,,
BHLHE40,,,,IMP4,,,,,,,,,,,,,
ESYT1,,,,DCXR,,,,,,,,,,,,,
FAS,,,,TMEM256,,,,,,,,,,,,,
ZNHIT1,,,,CRELD2,,,,,,,,,,,,,
UBASH3A,,,,NDUFA12,,,,,,,,,,,,,
NDUFB11,,,,MRPL16,,,,,,,,,,,,,
NDUFA3,,,,COA6,,,,,,,,,,,,,
MRPL20,,,,PFDN1,,,,,,,,,,,,,
PVRIG,,,,PRDX3,,,,,,,,,,,,,
COX5B,,,,PDHA1,,,,,,,,,,,,,
ATP6V0E2,,,,VMA21,,,,,,,,,,,,,
GDI2,,,,POLDIP2,,,,,,,,,,,,,
NDUFB8,,,,EXOSC3,,,,,,,,,,,,,
NEDD9,,,,MRPS7,,,,,,,,,,,,,
CHMP1A,,,,TCEB1,,,,,,,,,,,,,
PSMB7,,,,ARL6IP6,,,,,,,,,,,,,
APOBEC3C,,,,BLVRA,,,,,,,,,,,,,
AC040977.1,,,,TBCA,,,,,,,,,,,,,
BUB3,,,,POLR2F,,,,,,,,,,,,,
OS9,,,,CYB561A3,,,,,,,,,,,,,
COPE,,,,CCDC25,,,,,,,,,,,,,
NDUFA6,,,,TUBB4B,,,,,,,,,,,,,
SEC14L1,,,,DDX56,,,,,,,,,,,,,
NT5C3A,,,,ALG5,,,,,,,,,,,,,
PAG1,,,,DCPS,,,,,,,,,,,,,
DBNL,,,,DNAJC19,,,,,,,,,,,,,
TMEM109,,,,TXNRD1,,,,,,,,,,,,,
C21orf33,,,,REXO2,,,,,,,,,,,,,
YY1AP1,,,,RANGAP1,,,,,,,,,,,,,
FERMT3,,,,PSMG2,,,,,,,,,,,,,
CCND2,,,,WIBG,,,,,,,,,,,,,
PIGT,,,,CIITA,,,,,,,,,,,,,
POLR2K,,,,LSM6,,,,,,,,,,,,,
BABAM1,,,,NDUFB2,,,,,,,,,,,,,
POLD4,,,,LYPLA1,,,,,,,,,,,,,
FRG1,,,,TSN,,,,,,,,,,,,,
SNRPB,,,,VKORC1,,,,,,,,,,,,,
ZBTB38,,,,FABP5,,,,,,,,,,,,,
SUMO2,,,,CNP,,,,,,,,,,,,,
FAM96B,,,,EIF4A3,,,,,,,,,,,,,
NCKAP1L,,,,CCDC82,,,,,,,,,,,,,
DAD1,,,,TALDO1,,,,,,,,,,,,,
AP3S1,,,,TMEM107,,,,,,,,,,,,,
ECH1,,,,FIBP,,,,,,,,,,,,,
ACP1,,,,BCCIP,,,,,,,,,,,,,
HLA-DPB1,,,,DCTN3,,,,,,,,,,,,,
DDB1,,,,TMEM209,,,,,,,,,,,,,
CLPP,,,,WDR46,,,,,,,,,,,,,
GABARAPL2,,,,SLC35A4,,,,,,,,,,,,,
SPCS1,,,,CDKN2A,,,,,,,,,,,,,
RNASEK,,,,DRG1,,,,,,,,,,,,,
CCT4,,,,NTMT1,,,,,,,,,,,,,
ATP6V0D1,,,,EPRS,,,,,,,,,,,,,
GHITM,,,,MRPL47,,,,,,,,,,,,,
PSMC5,,,,GPAA1,,,,,,,,,,,,,
TMEM9B,,,,RBX1,,,,,,,,,,,,,
ATP6V0B,,,,GNL2,,,,,,,,,,,,,
ITGB7,,,,WDR61,,,,,,,,,,,,,
TUFM,,,,CHRAC1,,,,,,,,,,,,,
LRMP,,,,RANGRF,,,,,,,,,,,,,
UQCRQ,,,,UCHL5,,,,,,,,,,,,,
SP140,,,,TRAPPC2L,,,,,,,,,,,,,
C4orf3,,,,MRPS18B,,,,,,,,,,,,,
HMGN4,,,,PSMD9,,,,,,,,,,,,,
RAD21,,,,NUP188,,,,,,,,,,,,,
SEC13,,,,MRPS25,,,,,,,,,,,,,
ATPIF1,,,,NDUFB3,,,,,,,,,,,,,
CPSF6,,,,POLR2J,,,,,,,,,,,,,
MAT2B,,,,HIST1H2BK,,,,,,,,,,,,,
RWDD1,,,,DDX41,,,,,,,,,,,,,
ACTN4,,,,DHX15,,,,,,,,,,,,,
LSM7,,,,PSMC4,,,,,,,,,,,,,
SYNCRIP,,,,NDUFS4,,,,,,,,,,,,,
CIAO1,,,,NOP16,,,,,,,,,,,,,
ARPC1B,,,,OSGEP,,,,,,,,,,,,,
PITPNB,,,,SLC1A5,,,,,,,,,,,,,
ACSL5,,,,ATP5J2,,,,,,,,,,,,,
HADHB,,,,UROD,,,,,,,,,,,,,
HDLBP,,,,YIF1B,,,,,,,,,,,,,
MED4,,,,PET100,,,,,,,,,,,,,
GPI,,,,APOPT1,,,,,,,,,,,,,
NMT1,,,,VTA1,,,,,,,,,,,,,
ATP5D,,,,DDX47,,,,,,,,,,,,,
VPS26A,,,,DPY30,,,,,,,,,,,,,
MGAT1,,,,DNPH1,,,,,,,,,,,,,
UFD1L,,,,KLHDC3,,,,,,,,,,,,,
UCP2,,,,PWP1,,,,,,,,,,,,,
SH3GLB1,,,,TOR1A,,,,,,,,,,,,,
GABARAP,,,,CCT5,,,,,,,,,,,,,
HN1,,,,KCTD20,,,,,,,,,,,,,
HNRNPLL,,,,PNP,,,,,,,,,,,,,
RAN,,,,WDR18,,,,,,,,,,,,,
TMEM50A,,,,CUEDC2,,,,,,,,,,,,,
WDR1,,,,GNAI3,,,,,,,,,,,,,
HM13,,,,RHEB,,,,,,,,,,,,,
CTSS,,,,UBE2V2,,,,,,,,,,,,,
POLR1D,,,,RPF1,,,,,,,,,,,,,
STAT1,,,,GNL3,,,,,,,,,,,,,
DLD,,,,OSTC,,,,,,,,,,,,,
ANXA6,,,,PSMD1,,,,,,,,,,,,,
C12orf57,,,,ZFAND2B,,,,,,,,,,,,,
IFI16,,,,UBL7,,,,,,,,,,,,,
AP1M1,,,,MRPL43,,,,,,,,,,,,,
ARFGAP2,,,,MED8,,,,,,,,,,,,,
UBE2V1,,,,VPS25,,,,,,,,,,,,,
HDAC1,,,,MRPL28,,,,,,,,,,,,,
TROVE2,,,,COA4,,,,,,,,,,,,,
LMAN2,,,,PDZD11,,,,,,,,,,,,,
SPATA13,,,,CEP57,,,,,,,,,,,,,
SURF4,,,,ERGIC2,,,,,,,,,,,,,
C19orf53,,,,FANCL,,,,,,,,,,,,,
CLIC1,,,,C14orf2,,,,,,,,,,,,,
ANXA11,,,,LSM2,,,,,,,,,,,,,
ASXL2,,,,CHTF8,,,,,,,,,,,,,
AHI1,,,,AGK,,,,,,,,,,,,,
MVP,,,,DEK,,,,,,,,,,,,,
VDAC3,,,,SNAPIN,,,,,,,,,,,,,
IAH1,,,,UQCR10,,,,,,,,,,,,,
CYCS,,,,C2CD3,,,,,,,,,,,,,
DR1,,,,PFKL,,,,,,,,,,,,,
BCL2L11,,,,C9orf114,,,,,,,,,,,,,
TM9SF2,,,,NUDT5,,,,,,,,,,,,,
SSR3,,,,CISD2,,,,,,,,,,,,,
ABRACL,,,,NDUFB11,,,,,,,,,,,,,
SF3B2,,,,GTF2A2,,,,,,,,,,,,,
TMEM219,,,,DNAJC15,,,,,,,,,,,,,
ABCA2,,,,RTCB,,,,,,,,,,,,,
RAD23A,,,,RAC1,,,,,,,,,,,,,
ZNF106,,,,HYPK,,,,,,,,,,,,,
SH3BGRL,,,,MRPL9,,,,,,,,,,,,,
PSMD6,,,,STX10,,,,,,,,,,,,,
CALCOCO2,,,,DBI,,,,,,,,,,,,,
CCL4L1,,,,KARS,,,,,,,,,,,,,
ARL6IP1,,,,HN1,,,,,,,,,,,,,
DGKZ,,,,SMARCA4,,,,,,,,,,,,,
HIGD2A,,,,ATP5H,,,,,,,,,,,,,
SELT,,,,MED24,,,,,,,,,,,,,
DUSP4,,,,SDHB,,,,,,,,,,,,,
PYURF,,,,RB1,,,,,,,,,,,,,
NUDC,,,,PRKDC,,,,,,,,,,,,,
NDUFB2,,,,NOL7,,,,,,,,,,,,,
S100A11,,,,PSENEN,,,,,,,,,,,,,
ARL8B,,,,DUSP23,,,,,,,,,,,,,
BECN1,,,,IMMT,,,,,,,,,,,,,
RNF167,,,,INTS10,,,,,,,,,,,,,
PPCS,,,,H2AFZ,,,,,,,,,,,,,
PA2G4,,,,C19orf10,,,,,,,,,,,,,
SUB1,,,,NUDT21,,,,,,,,,,,,,
TCEB2,,,,PHPT1,,,,,,,,,,,,,
HMOX2,,,,HSBP1,,,,,,,,,,,,,
FBXO7,,,,ZNF22,,,,,,,,,,,,,
RAB11B,,,,PLEKHJ1,,,,,,,,,,,,,
TNFRSF1B,,,,UQCRH,,,,,,,,,,,,,
PSMD2,,,,DDA1,,,,,,,,,,,,,
C1QBP,,,,ADH5,,,,,,,,,,,,,
LSP1,,,,CTDSPL2,,,,,,,,,,,,,
ERGIC3,,,,DCK,,,,,,,,,,,,,
CHP1,,,,SARNP,,,,,,,,,,,,,
C5orf56,,,,MRPL22,,,,,,,,,,,,,
TYK2,,,,RPAP3,,,,,,,,,,,,,
ANP32E,,,,RPS27L,,,,,,,,,,,,,
DNMT1,,,,ETFB,,,,,,,,,,,,,
IRF7,,,,EIF2S1,,,,,,,,,,,,,
CASP4,,,,PSMB2,,,,,,,,,,,,,
ETNK1,,,,MGST3,,,,,,,,,,,,,
SLC25A39,,,,SRSF10,,,,,,,,,,,,,
MAP4,,,,TSEN15,,,,,,,,,,,,,
CEP57,,,,NAA15,,,,,,,,,,,,,
PMAIP1,,,,ILF2,,,,,,,,,,,,,
CCT2,,,,VWA9,,,,,,,,,,,,,
UBE2I,,,,TMEM126B,,,,,,,,,,,,,
ATP6AP1,,,,ENY2,,,,,,,,,,,,,
SRSF10,,,,NAE1,,,,,,,,,,,,,
USP39,,,,HMGB2,,,,,,,,,,,,,
DNAJB11,,,,PTRHD1,,,,,,,,,,,,,
NUCKS1,,,,ECHS1,,,,,,,,,,,,,
CBX6,,,,PLGRKT,,,,,,,,,,,,,
TAP1,,,,GID8,,,,,,,,,,,,,
ISCU,,,,CDC123,,,,,,,,,,,,,
TMEM173,,,,OVCA2,,,,,,,,,,,,,
UFC1,,,,METAP1,,,,,,,,,,,,,
ARPC4,,,,NUPL1,,,,,,,,,,,,,
PSMC6,,,,TMEM14A,,,,,,,,,,,,,
SNAP23,,,,DDX21,,,,,,,,,,,,,
FLII,,,,C19orf70,,,,,,,,,,,,,
CANX,,,,UQCRQ,,,,,,,,,,,,,
EMC4,,,,NUBP2,,,,,,,,,,,,,
GZMA,,,,PPP4C,,,,,,,,,,,,,
DCXR,,,,OSBPL9,,,,,,,,,,,,,
RALGDS,,,,UXT,,,,,,,,,,,,,
ZFR,,,,MRPL41,,,,,,,,,,,,,
MYD88,,,,YIPF5,,,,,,,,,,,,,
HPS1,,,,RAB11A,,,,,,,,,,,,,
LSM4,,,,HIGD1A,,,,,,,,,,,,,
UQCR11,,,,MAZ,,,,,,,,,,,,,
UNC13D,,,,POLR2K,,,,,,,,,,,,,
ARHGAP30,,,,XRCC1,,,,,,,,,,,,,
SLAMF6,,,,AP1B1,,,,,,,,,,,,,
SFXN1,,,,VDAC1,,,,,,,,,,,,,
MAP2K3,,,,IDH3A,,,,,,,,,,,,,
SLA2,,,,LMAN1,,,,,,,,,,,,,
KXD1,,,,EIF2B1,,,,,,,,,,,,,
UBE2G1,,,,PPP5C,,,,,,,,,,,,,
PSTPIP1,,,,USP39,,,,,,,,,,,,,
RABGGTB,,,,GBAS,,,,,,,,,,,,,
SSBP1,,,,API5,,,,,,,,,,,,,
NAMPT,,,,STAG1,,,,,,,,,,,,,
STXBP2,,,,RPUSD3,,,,,,,,,,,,,
DERL1,,,,VPRBP,,,,,,,,,,,,,
USP10,,,,NDUFC2,,,,,,,,,,,,,
TRMT112,,,,MRPL4,,,,,,,,,,,,,
ARHGAP1,,,,ABCF1,,,,,,,,,,,,,
C19orf66,,,,C8orf59,,,,,,,,,,,,,
C17orf62,,,,PRPF31,,,,,,,,,,,,,
ATP5L,,,,SUPT16H,,,,,,,,,,,,,
UBA3,,,,AK3,,,,,,,,,,,,,
EIF3CL,,,,HARS,,,,,,,,,,,,,
IDH3B,,,,UTP6,,,,,,,,,,,,,
EIF4G1,,,,VPS72,,,,,,,,,,,,,
CCL4,,,,AK2,,,,,,,,,,,,,
EBP,,,,MBD4,,,,,,,,,,,,,
XAF1,,,,CMPK1,,,,,,,,,,,,,
RPS19BP1,,,,BAG4,,,,,,,,,,,,,
NRD1,,,,NOC2L,,,,,,,,,,,,,
EIF4H,,,,SPAG7,,,,,,,,,,,,,
CMC1,,,,POLR2L,,,,,,,,,,,,,
EIF3I,,,,PCMT1,,,,,,,,,,,,,
NUCB2,,,,KEAP1,,,,,,,,,,,,,
MOB3A,,,,TRNAU1AP,,,,,,,,,,,,,
CTSW,,,,PLRG1,,,,,,,,,,,,,
CD84,,,,ATP5O,,,,,,,,,,,,,
AHSA1,,,,USMG5,,,,,,,,,,,,,
ATP5EP2,,,,PSMA4,,,,,,,,,,,,,
MED28,,,,NFKBID,,,,,,,,,,,,,
ST6GALNAC6,,,,TOMM6,,,,,,,,,,,,,
HSPA1B,,,,SLC35B1,,,,,,,,,,,,,
SCAND1,,,,RNF138,,,,,,,,,,,,,
MTF2,,,,SLC39A9,,,,,,,,,,,,,
ICOS,,,,RBM10,,,,,,,,,,,,,
METTL17,,,,BLOC1S1,,,,,,,,,,,,,
NGRN,,,,DGUOK,,,,,,,,,,,,,
CD164,,,,PSMD2,,,,,,,,,,,,,
CAP1,,,,PDIA4,,,,,,,,,,,,,
SNX6,,,,KHDRBS1,,,,,,,,,,,,,
TLK1,,,,SUPT4H1,,,,,,,,,,,,,
PAK2,,,,MRPL49,,,,,,,,,,,,,
GMFG,,,,BABAM1,,,,,,,,,,,,,
NDUFV1,,,,COASY,,,,,,,,,,,,,
TPM4,,,,UQCRC1,,,,,,,,,,,,,
ZC3H15,,,,RNF5,,,,,,,,,,,,,
CERS5,,,,GRPEL1,,,,,,,,,,,,,
TLN1,,,,ZMAT2,,,,,,,,,,,,,
ADSS,,,,STX11,,,,,,,,,,,,,
PET100,,,,METAP2,,,,,,,,,,,,,
HSPA1A,,,,HAX1,,,,,,,,,,,,,
ARRDC1,,,,PPP1R7,,,,,,,,,,,,,
DNAJC1,,,,SNRPA1,,,,,,,,,,,,,
ATG12,,,,USP14,,,,,,,,,,,,,
DOK2,,,,RFXANK,,,,,,,,,,,,,
